movie_title,movie_info,critics_consensus,rating,genre,directors,writers,cast,in_theaters_date,on_streaming_date,runtime_in_minutes,studio_name,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Forever Strong,"A talented but troubled high-school rugby star gets a second shot at redemption after being sentenced to serve time in a Salt Lake City boys' home and landing a coveted spot on the famed Highland High School rugby team in this inspirational sports drama from director Ryan Little (Saints and Soldiers, Everything You Want). Rick Penning (Sean Faris ) was the star player on his Arizona rugby team until his life took a turn for the worse. Now, after a fateful brush with the law, Rick finds himself out of the spotlight and forced to ponder the consequences of his actions in a Salt Lake City juvenile detention center. As fate would have it, however, Salt Lake's famed Highland High rugby team could use a player like Rick. With a little help from coach Larry Gelwix (Gary Cole), Rick may even be able to lead the Highland High team to the national championships. When Rick discovers that the team they'll be competing against is none other than his old team from Arizona, which is coached by his father, Richard Penning (Neal McDonough), the deciding game takes on a newfound sense of gravity in the eyes of the ambitious young athlete. Arielle Kebbel and Sean Astin co-star.",,PG-13,Drama,Ryan Little,David Pliler,"Sean Faris, Penn Badgley, Sean Astin, Gary Cole, Neal McDonough, Arielle Kebbel, Julie Warner, Eliot Benjamin, Michael J. Pagan, Nathan West, Max Kasch, Tyler Kain, John Kepa Kruse, Jeremy Earl, Junior Salt, Jeremy Isaiah Earl, Larry Bagby, K. Danor Gerald, Leroy Teo, Leroy ""Big Budda"" Teo, Andrew Roach, William Rubio, Teddi Siddall Cole, Teddi Siddall, Olesya Rulin, Elizabeth Hansen, Joey Miyashima, Lauren McNight, Jimmy Chunga, Laurn McNight, Brian Peck, Dave Fox, Taylor Bateman, David Fox, Matthew Flynn Bellows, Maclain Nelson, Britani Bateman, Mark Ormsby, Mark Numbers, Haloti Liavaa, Larry Gelwix, Dean Grace, Mike Laws, Rick Spencer, Irene Santiago, Alema Harrington, Devin Wolfe, Steven Luna, Steven Tyndall, Yolanda Wood, Peter Tuiaki, Johnathan Law, Ivan R. Bird, Shareece Pfeiffer, Kirster Wunderlich, James Airhart, Dave Anderson, Peter ""Hollywood"" Black, David Cole, Nathan Herrscher, Ben Hill, Cameron Kiser, Trevor King, Scott Nielsen, Colton Phippen, David Root, Ryan Roundy, Andrew Swingle, Jorge Portal, Sam Thorley, Fau Tuuanaiaou, Robert ""Lopeti"" Wolframm",2008-09-26,2009-06-09,109,Crane Movie Company,Rotten,29,21,75,9882
Chocolate,"A kickboxing hero with a difference arises in this action saga from Thailand. Japanese mobster Masashi (Hiroshi Abe) and his Thai partner and girlfriend, Zin (Ammara Siripong), narrowly escape death at the hands of underworld boss Number 8 (Pongpat Wachirabunjong) and his bodyguard Priscilla (Sirimongkol Iamthuam), but the scuffle has unexpected consequences -- Masashi's superiors order him to return to Japan, and Zin finds she's pregnant with his child. Zin raises their daughter, Zen (Yanin Vismitananda), on her own and discovers she's autistic; one of the few things that helps bring Zen out of her inner world is chocolate, and in time the girl develops a remarkable skill in the martial arts. When Zin is diagnosed with cancer, the family cannot afford the chemotherapy that could save her life until her friend Moom (Taphon Phopwandee) comes up with a plan -- plenty of people still owe Zin money from her days as an outlaw, and with Zen as a candy-fueled enforcer, he might be able to get them to pay up and raise the funds for Zin's medical bills. Chokgohlaet (aka Chocolate) was directed by Prachya Pinkaew, who previously made several pictures starring Thai martial arts master Tony Jaa. ~ Mark Deming, Rovi","Chocolate is a bizarre martial arts flick, with a slushy plot, an unusual protagonist, and breathtaking stunts.",R,"Action & Adventure, Art House & International",Prachya Pinkaew,"Napalee, Chookiat Sakveerakul","JeeJa Yanin, Jija Yanin Vismitananda, Yanin Vismitananda, Hiroshi Abe, Ammara Siripong, Pongpat Wachirabunjong, Sirimongkol Iamthuam, Taphon Phopwandee, Dechawut Chuntakaro, Hirokazu Sano, Aroon Wannasbodeewong, Anusuk Jangajit, Nattakit Teachachevapong, Kittitat Kowahagul, Thanyathon Seekhiaw, Pirom Ruangkitjakan",2008-02-06,2009-02-10,92,Magnolia Pictures,Fresh,74,34,73,12239
Fireproof,"A heroic fireman locked in a failing marriage accepts his father's challenge to take part in a 40-day experiment designed to teach both husband and wife the true meaning of commitment in this faith-based marriage drama starring Kirk Cameron and Erin Bethea. When he's battling blazes, Capt. Caleb Holt (Cameron) adheres to the old firefighter's adage about never leaving your partner behind; back at home, it's an altogether different story. Caleb and his wife Catherine (Bethea) have been married for seven years, but lately arguments over career, housework, finances, and outside interests have driven the once-happy couple hopelessly apart. Just as Caleb and Catherine prepare to officially dissolve their marriage, Caleb's father John (Harris Malcolm) presents his son with a most unusual challenge: commit to a 40-day experiment called ""The Love Dare,"" and take one last shot at saving his marriage. While at first Caleb agrees to take a chance on ""The Love Dare,"" the discovery that it's closely tied in with his parent's newfound faith causes him to momentarily reconsider. Still, Caleb carries on with the experiment despite being constantly rejected by his skeptical, embittered wife. When Caleb asks his father how he can be expected to love someone who refuses to give him a fair chance, John tells his son that this is precisely the same love that God shows for humankind. Now, with a little help from above, the man who makes headlines for saving lives will fight to be a hero to the one person who matters most -- his wife. ~ Jason Buchanan, Rovi",,PG,Drama,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Kirk Cameron, Erin Bethea, Ken Bevel, Jason McLeod, Harris Malcolm, Stephen Dervan, Eric Young, Bailey Cave, Phyllis Malcolm, Anthony Brown, Dwan Williams, Blake Bailey, Renata Williams, Janet Lee Dapper",2008-09-26,2009-01-27,118,Sherwood Pictures,Rotten,40,20,82,39733
Dostana,"Abhishek Bachchan, Priyanka Chopra, and John Abraham star in this romantic comedy concerning a love triangle that's hopelessly complicated by a simple lie. Two men have fallen deeply in love with the same woman, but when they both pretend to be gay in order to rent an apartment and deal with immigration, the object of their mutual affections assumes that they have no interest in the opposite sex.",,R,"Art House & International, Comedy","Tarun Mansukhani, Raj Khosla",Tarun Mansukhani,"Amitabh Bachchan, Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol, Kiron Kher, Boman Irani, Sushmita Mukherjee, Shilpa Shetty",2008-11-13,2008-12-30,145,Yash Raj Films,Fresh,87,15,68,4442
The Garden,"In the wake of the 1992 Los Angeles riots, hundreds of mostly Mexican-American families came together and turned a blighted corner of South Central Los Angeles into a 14 acre urban oasis with enough fruit and vegetables to feed hundreds of families.",,NR,"Documentary, Special Interest",Scott Hamilton Kennedy,Scott Hamilton Kennedy,"Antonio Villaraigosa, Danny Glover, Daryl Hannah, Dennis Kucinich, Joan Baez",2008-06-18,2009-08-18,80,Oscilloscope Pictures,Fresh,79,24,85,457
Splinter,"A young couple retreats to the wilderness for a romantic camping weekend, but their idyll is shattered when they are car-jacked by an escaped convict and his girlfriend on the run from the police. As the foursome travel the back roads together, each plotting their next move, they find themselves in deeper trouble than any of them could have imagined--a blood-crazed, parasitic creature that absorbs the corpses of its victims has laid claim to the woods, and the two couples are now in its sights. Finding shelter at an abandoned gas station, they must use their wits and every weapon at their disposal to stave off the onslaught, not only from the insatiable creature, but also each other.","Never taking itself too seriously, Splinter scores as a fast-paced, fun thriller with more than enough scares.",R,"Horror, Mystery & Suspense",Toby Wilkins,"Ian Shorr, Kai Barry","Shea Whigham, Paulo Costanzo, Jill Wagner, Rachel Kerbs",2008-10-31,2009-01-27,82,Magnolia Pictures/Magnet Pictures,Fresh,74,35,49,13198
Leaves of Grass,"When Ivy League classics professor Bill Kincaid receives news of the murder of his estranged identical twin brother, Brady in a pot deal gone bad, he leaves the world of Northeastern academia to travel back to his home state of Oklahoma. Upon arrival, he finds that reports of his brother's death are greatly exaggerated, and he's soon caught up in the dangerous and unpredictable world of drug commerce in the backwaters of the Southwest. In the process, he reconnects with his eccentric mother, meets a wise and educated young woman who has bypassed academia in favor of the gentler rhythms of life, and unwittingly helps his troubled brother settle a score with a pernicious drug lord who uses Tulsa's small Jewish community for cover.","Edward Norton delivers one of his finest performances in Leaves of Grass, but he's overpowered by the movie's many jarring tonal shifts.",R,"Comedy, Drama, Mystery & Suspense",Tim Blake Nelson,Tim Blake Nelson,"Edward Norton, Susan Sarandon, Keri Russell, Richard Dreyfuss, Josh Pais, Pruitt Taylor Vince, Melanie Lynskey, Lucy DeVito, Steve Earle, Amelia Campbell, Randal Reeder, Leo Fabian, Tina Parker, Ty Burrell, Lee Wilkof, Lisa Benavides, Jenna Podell, Henry Max Nelson, Theodore Kaiser Nelson, Alyssia Dujmovich, Ken Cheeseman, Naima Imani Lett, Maggie Siff, Tim Ware, Tim Fletcher, Tim Blake Nelson, Robin McGee, Kent Jude Bernard, Chris Freihofer",2010-04-02,2010-10-12,104,First Look Studios,Fresh,61,38,49,15333
Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),"Writer/director Aditya Chopra proves that love knows no distinction in this colorful romance concerning an average, kindhearted Punjab Power employee who enters into a glorious romance with a vivacious and beautiful young artist. To look at Surinder Sahni (Shahrukh Khan), one might presume that the honest, hard-working man has led a mundane, loveless life. Perhaps that was so, until recently. When Surinder meets the fun loving Taani (Anushka Sharma), the sparks begin to fly and the two polar opposites find themselves drawn together by fate. But while the road to romance isn't always easy, for every teardrop shed there's an infinite flash of overwhelming bliss.",,NR,Romance,Aditya Chopra,Aditya Chopra,"Shah Rukh Khan, Anushka Sharma, Vinay Pathak, Manmeet Singh, M.K. Raina",2008-12-11,2009-05-12,164,Yash Raj Films,Fresh,78,9,71,4351
The Proposal,"When high-powered book editor Margaret faces deportation to her native Canada, the quick-thinking exec declares that she's actually engaged to her unsuspecting put-upon assistant Andrew, who she's tormented for years. He agrees to participate in the charade, but with a few conditions of his own. The unlikely couple heads to Alaska to meet his quirky family, and the always-in-control city girl finds herself in one comedic fish-out-of-water situation after another. With an impromptu wedding in the works and an immigration official on their tails, Margaret and Andrew reluctantly vow to stick to the plan despite the precarious consequences.","Sandra Bullock and Ryan Reynolds exhibit plenty of chemistry, but they're let down by The Proposal's devotion to formula.",PG-13,"Comedy, Romance",Anne Fletcher,Peter Chiarelli,"Sandra Bullock, Ryan Reynolds, Malin Akerman, Craig T. Nelson, Mary Steenburgen, Denis O'Hare, Betty White, Oscar Nunez, Aasif Mandvi, Niecy Nash, Michael Nouri, Michael Mosley, Maureen Keiller, Dale Place, Mini Anden, Alicia Hunt, Jerrell Lee Wesley, Kortney Adams, Chris Whitney, Gregg Edelman, Phyllis Kay, Anne Fletcher, Alexis Garcia, Kate Lacey, Gene Fleming, Mary-Linda Rapelye",2009-06-19,2009-10-13,107,Walt Disney Pictures,Rotten,44,187,67,860222
Gigantic,"There Will Be Blood's Paul Dano stars as Brian, an unhappy mattress salesman whose infatuation with Happy (Zooey Deschanel), one of his attractive customers, temporarily pushes aside his obsession with adopting a Chinese baby in this unconventional romantic comedy from director Matt Aselton. John Goodman, Ed Asner, and Jane Alexander co-star in the Killer Films production.","This overly quirky, incessantly whimsical indie is too self-conscious for its own good.",R,"Comedy, Romance",Matt Aselton,"Matt Aselton, Adam Nagata","Paul Dano, Zooey Deschanel, John Goodman, Edward Asner, Jane Alexander, Zach Galifianakis, Robert Stanton, Brian Avers, Louis Ozawa Changchien",2009-04-03,2009-08-11,99,First Independent Pictures,Rotten,36,83,34,97061
Fuel,"In this feature-length documentary, filmmaker and biofuel advocate Josh Tickell explores the origins of America's dependence on fossil fuels, eventually detailing the cross-country road trip that he took in his biodiesel-converted van, campaigning for the more sustainable, environmentally friendly fuel. Tickell interviews people in his film from all over the spectrum of fuel use, from oil company executives to those devastated by water contamination stemming from oil companies to Midwestern families considering buying Hummers. Hoping to paint as complete a picture as possible of American fuel use, Tickell explores how we fuel our lifestyle in the present and how we can hope to in the future.",,NR,"Documentary, Special Interest",Josh Tickell,Johnny O'Hara,"Josh Tickell, Richard Branson, Woody Harrelson, Julia Roberts, Larry Hagman, Billy Baggett, Sheryl Crow, Robert Kennedy Jr., Larry David, Willie Nelson, Neil Young",2008-10-17,2010-06-22,111,Greenlight Theatrical,Fresh,72,18,82,8322
